Location,Address,Resolved Address,Wind Direction,Latitude,Cloud Cover,Minimum Temperature,Date time,Precipitation,Dew Point,Relative Humidity,id,Precipitation Cover,Longitude,Info,Temperature,Maximum Temperature,Visibility,Wind Speed,Heat Index,Weather Type,Snow Depth,Sea Level Pressure,Name,Wind Gust,Wind Chill
Golden,"Golden, CO","Golden, CO",190,,100,17.7,12/31/2018 13:00:00,,10.5,72.95,,,,,17.7,17.7,1.5,3.4,,Light Snow,,,,,12.5
Golden,"Golden, CO","Golden, CO",50,,100,17.7,12/31/2018 14:00:00,,12.3,79.02,,,,,17.7,17.7,0.7,6.9,,Light Snow,,,,,8.3
Golden,"Golden, CO","Golden, CO",50,,100,14.1,12/31/2018 15:00:00,,10.5,85.3,,,,,14.1,14.1,1,11.4,,Light Snow,,,,,0.6
Golden,"Golden, CO","Golden, CO",30,,100,12.3,12/31/2018 16:00:00,,8.7,85.18,,,,,12.3,12.3,2,10.3,,Light Snow,,,,,-0.9
Golden,"Golden, CO","Golden, CO",,,,,12/31/2018 17:00:00,,,,,,,No data available,,,,,,,,,,,
Golden,"Golden, CO","Golden, CO",,,100,10.5,12/31/2018 18:00:00,,5.1,78.36,,,,,10.5,10.5,2.5,,,Light Snow,,,,,
Golden,"Golden, CO","Golden, CO",10,,100,10.2,12/31/2018 19:00:00,,4.2,76.53,,,,,10.2,10.2,3.2,3.3,,Light Snow,,,,,4.1
Golden,"Golden, CO","Golden, CO",,,100,10.5,12/31/2018 20:00:00,,5.1,78.36,,,,,10.5,10.5,4,,,Light Snow,,,,,
Golden,"Golden, CO","Golden, CO",103,,,8.8,12/31/2018 21:00:00,,3.9,80.24,,,,,8.8,8.8,4.9,4.4,,Light Snow,,,,,0.6
Golden,"Golden, CO","Golden, CO",42,,40.4,7.4,12/31/2018 22:00:00,,3.8,84.59,,,,,7.4,7.4,7.4,2.6,,Light Snow,,,,,
Golden,"Golden, CO","Golden, CO",40,,81,7,12/31/2018 23:00:00,,3.4,84.82,,,,,7,7,7.2,0.7,,Light Snow,,,,,
Golden,"Golden, CO","Golden, CO",100,,90.5,6.5,01/01/2019 00:00:00,,2.6,83.56,,,,,6.5,6.5,7.6,0.7,,Light Snow,,,,,
Golden,"Golden, CO","Golden, CO",83,,100,6.8,01/01/2019 01:00:00,,3.2,84.81,,,,,6.8,6.8,5.7,4.8,,Light Snow,,,,,-2.3
Golden,"Golden, CO","Golden, CO",90,,100,5.7,01/01/2019 02:00:00,,3,88.07,,,,,5.7,5.7,4.6,4.9,,Light Snow,,,,,-3.6
Golden,"Golden, CO","Golden, CO",74,,100,5.5,01/01/2019 03:00:00,,1.5,83.07,,,,,5.5,5.5,7,4.7,,Light Snow,,,,,-3.6
Golden,"Golden, CO","Golden, CO",113,,100,5.1,01/01/2019 04:00:00,,1.4,84.29,,,,,5.1,5.1,9.4,4,,Light Snow,,,,,-3
Golden,"Golden, CO","Golden, CO",70,,95.3,5.1,01/01/2019 05:00:00,,1.1,83.04,,,,,5.1,5.1,10,1.8,,Light Snow,,,,,
Golden,"Golden, CO","Golden, CO",,,100,5.1,01/01/2019 06:00:00,,1.5,84.69,,,,,5.1,5.1,7,,,,,,,,
Golden,"Golden, CO","Golden, CO",57,,100,4,01/01/2019 07:00:00,,0.6,85.71,,,,,4,4,10,4.5,,Light Snow,,,,,-5.1
Golden,"Golden, CO","Golden, CO",160,,95.3,5.1,01/01/2019 08:00:00,,0.6,81.41,,,,,5.1,5.1,8.4,2.7,,Light Snow,,,,,
Golden,"Golden, CO","Golden, CO",20,,50,5.1,01/01/2019 09:00:00,,1.5,84.69,,,,,5.1,5.1,7,3.4,,,,,,,-1.8
Golden,"Golden, CO","Golden, CO",232,,23.6,6.2,01/01/2019 10:00:00,,0.2,75.9,,,,,6.2,6.2,10,3.4,,,,,,,-0.6
Golden,"Golden, CO","Golden, CO",10,,,10.3,01/01/2019 11:00:00,,0.6,64.28,,,,,10.3,10.3,10,1.8,,,,,,,
Golden,"Golden, CO","Golden, CO",,,90,12.3,01/01/2019 12:00:00,,1.5,61.27,,,,,12.3,12.3,10,,,,,,,,
Golden,"Golden, CO","Golden, CO",,,23.6,12.4,01/01/2019 13:00:00,,1.2,60.09,,,,,12.4,12.4,10,,,,,,,,
Golden,"Golden, CO","Golden, CO",,,,13.7,01/01/2019 14:00:00,,1.7,58.36,,,,,13.7,13.7,10,,,,,,,,
Golden,"Golden, CO","Golden, CO",,,,14.2,01/01/2019 15:00:00,,1.6,56.62,,,,,14.2,14.2,10,,,,,,,,
Golden,"Golden, CO","Golden, CO",,,,13.1,01/01/2019 16:00:00,,1.3,58.56,,,,,13.1,13.1,10,,,,,,,,
Golden,"Golden, CO","Golden, CO",,,,12.3,01/01/2019 17:00:00,,1.5,61.27,,,,,12.3,12.3,10,,,,,,,,
Golden,"Golden, CO","Golden, CO",,,,8.7,01/01/2019 18:00:00,,1.5,71.94,,,,,8.7,8.7,10,,,,,,,,
Golden,"Golden, CO","Golden, CO",,,,5.4,01/01/2019 19:00:00,,0.7,80.72,,,,,5.4,5.4,10,,,,,,,,
Golden,"Golden, CO","Golden, CO",,,,2.8,01/01/2019 20:00:00,,-0.8,84.53,,,,,2.8,2.8,10,,,,,,,,
Golden,"Golden, CO","Golden, CO",298,,,6.8,01/01/2019 21:00:00,,2.1,80.57,,,,,6.8,6.8,9.4,4.2,,,,,,,-1.3
Golden,"Golden, CO","Golden, CO",208,,,5.5,01/01/2019 22:00:00,,0.9,80.72,,,,,5.5,5.5,10,4.9,,,,,,,-3.9
Golden,"Golden, CO","Golden, CO",220,,,6.2,01/01/2019 23:00:00,,1.9,82.11,,,,,6.2,6.2,10,3.5,,,,,,,-0.8
Golden,"Golden, CO","Golden, CO",264,,,6.3,01/02/2019 00:00:00,,2.1,82.12,,,,,6.3,6.3,9.4,4.5,,,,,,,-2.3
Golden,"Golden, CO","Golden, CO",340,,,11.3,01/02/2019 01:00:00,,6.4,80.16,,,,,11.3,11.3,10,5.9,,,,,,,1.7
Golden,"Golden, CO","Golden, CO",300,,,10.2,01/02/2019 02:00:00,,4.4,76.99,,,,,10.2,10.2,10,2,,,,,,,
Golden,"Golden, CO","Golden, CO",273,,,10.1,01/02/2019 03:00:00,,1.8,68.49,,,,,10.1,10.1,10,4,,,,,,,2.7
Golden,"Golden, CO","Golden, CO",290,,,11.8,01/02/2019 04:00:00,,3.8,69.82,,,,,11.8,11.8,10,3.5,,,,,,,5.6
Golden,"Golden, CO","Golden, CO",200,,,5.9,01/02/2019 05:00:00,,2.4,85.09,,,,,5.9,5.9,10,1.8,,,,,,,
Golden,"Golden, CO","Golden, CO",,,,8.7,01/02/2019 06:00:00,,3.3,78.2,,,,,8.7,8.7,10,,,,,,,,
Golden,"Golden, CO","Golden, CO",330,,,7.6,01/02/2019 07:00:00,,1.5,75.6,,,,,7.6,7.6,10,1.8,,,,,,,
Golden,"Golden, CO","Golden, CO",,,,7.3,01/02/2019 08:00:00,,1.8,77.69,,,,,7.3,7.3,7.6,,,Mist,,,,,
Golden,"Golden, CO","Golden, CO",,,,12.8,01/02/2019 09:00:00,,4.6,69.2,,,,,12.8,12.8,10,,,,,,,,
Golden,"Golden, CO","Golden, CO",,,,22.1,01/02/2019 10:00:00,,9.7,58.3,,,,,22.1,22.1,10,,,,,,,,
Golden,"Golden, CO","Golden, CO",,,,27.5,01/02/2019 11:00:00,,7.5,42.19,,,,,27.5,27.5,10,,,,,,,,
Golden,"Golden, CO","Golden, CO",200,,,32.1,01/02/2019 12:00:00,,6.2,32.97,,,,,32.1,32.1,10,3.4,,,,,,,28.9
Golden,"Golden, CO","Golden, CO",,,,34.4,01/02/2019 13:00:00,,10.2,36,,,,,34.4,34.4,10,,,,,,,,
Golden,"Golden, CO","Golden, CO",261,,,37.6,01/02/2019 14:00:00,,11.1,33.01,,,,,37.6,37.6,10,4,,,,,,,34.6
Golden,"Golden, CO","Golden, CO",340,,,37.5,01/02/2019 15:00:00,,9.4,30.73,,,,,37.5,37.5,10,2.5,,,,,,,
Golden,"Golden, CO","Golden, CO",340,,,36.3,01/02/2019 16:00:00,,13.8,39.17,,,,,36.3,36.3,10,2.2,,,,,,,
Golden,"Golden, CO","Golden, CO",,,,34.1,01/02/2019 17:00:00,,13.7,42.69,,,,,34.1,34.1,10,,,,,,,,
Golden,"Golden, CO","Golden, CO",190,,,28.5,01/02/2019 18:00:00,,19.5,68.64,,,,,28.5,28.5,10,3.4,,,,,,,24.8
Golden,"Golden, CO","Golden, CO",205,,,24.5,01/02/2019 19:00:00,,15.8,69.11,,,,,24.5,24.5,10,5.2,,,,,,,18
Golden,"Golden, CO","Golden, CO",200,,,22.9,01/02/2019 20:00:00,,13.5,66.89,,,,,22.9,22.9,10,1.6,,,,,,,
Golden,"Golden, CO","Golden, CO",278,,,25.3,01/02/2019 21:00:00,,8.6,48.53,,,,,25.3,25.3,10,3,,,,,,,21.8
Golden,"Golden, CO","Golden, CO",,,,27.3,01/02/2019 22:00:00,,7.9,43.46,,,,,27.3,27.3,10,,,,,,,,
Golden,"Golden, CO","Golden, CO",,,,18.1,01/02/2019 23:00:00,,10.4,71.5,,,,,18.1,18.1,10,,,,,,,,
Golden,"Golden, CO","Golden, CO",,,,23.4,01/03/2019 00:00:00,,9,53.69,,,,,23.4,23.4,10,,,,,,,,
Golden,"Golden, CO","Golden, CO",240,,,22.8,01/03/2019 01:00:00,,9,55.11,,,,,22.8,22.8,10,4.7,,,,,,,16.6
Golden,"Golden, CO","Golden, CO",210,,,24.4,01/03/2019 02:00:00,,8,49.2,,,,,24.4,24.4,10,3.6,,,,,,,19.8
Golden,"Golden, CO","Golden, CO",220,,,24,01/03/2019 03:00:00,,7.9,49.69,,,,,24,24,10,2.6,,,,,,,
Golden,"Golden, CO","Golden, CO",239,,,23.4,01/03/2019 04:00:00,,8.9,53.45,,,,,23.4,23.4,10,3,,,,,,,19.6
Golden,"Golden, CO","Golden, CO",220,,,17.8,01/03/2019 05:00:00,,9.2,68.49,,,,,17.8,17.8,10,1.6,,,,,,,
Golden,"Golden, CO","Golden, CO",200,,,23.1,01/03/2019 06:00:00,,14.1,67.98,,,,,23.1,23.1,10,3.4,,,,,,,18.7
Golden,"Golden, CO","Golden, CO",205,,,17.7,01/03/2019 07:00:00,,10.8,73.99,,,,,17.7,17.7,10,7,,,,,,,8.2
Golden,"Golden, CO","Golden, CO",,,,22.9,01/03/2019 08:00:00,,11.5,61.27,,,,,22.9,22.9,10,,,,,,,,
Golden,"Golden, CO","Golden, CO",,,,27.4,01/03/2019 09:00:00,,14.2,57.14,,,,,27.4,27.4,10,,,,,,,,
Golden,"Golden, CO","Golden, CO",,,,35.4,01/03/2019 10:00:00,,14.7,42.23,,,,,35.4,35.4,10,,,,,,,,
Golden,"Golden, CO","Golden, CO",,,,41,01/03/2019 11:00:00,,16.1,35.99,,,,,41,41,10,,,,,,,,
Golden,"Golden, CO","Golden, CO",,,,44.3,01/03/2019 12:00:00,,16.1,31.78,,,,,44.3,44.3,10,,,,,,,,
Golden,"Golden, CO","Golden, CO",100,,,49.7,01/03/2019 13:00:00,,18,28.23,,,,,49.7,49.7,10,1.8,,,,,,,
Golden,"Golden, CO","Golden, CO",285,,,52.8,01/03/2019 14:00:00,,20.4,27.75,,,,,52.8,52.8,10,3.4,,,,,,,
Golden,"Golden, CO","Golden, CO",85,,,53.7,01/03/2019 15:00:00,,18.4,24.75,,,,,53.7,53.7,10,4,,,,,,,
Golden,"Golden, CO","Golden, CO",300,,,52.9,01/03/2019 16:00:00,,18.3,25.29,,,,,52.9,52.9,10,2.5,,,,,,,
Golden,"Golden, CO","Golden, CO",160,,,49.7,01/03/2019 17:00:00,,15.5,25.26,,,,,49.7,49.7,10,4.7,,,,,,,48.1
Golden,"Golden, CO","Golden, CO",,,,42.9,01/03/2019 18:00:00,,19.5,38.79,,,,,42.9,42.9,10,,,,,,,,
Golden,"Golden, CO","Golden, CO",221,,,41.1,01/03/2019 19:00:00,,19.9,42.38,,,,,41.1,41.1,10,4.7,,,,,,,38
Golden,"Golden, CO","Golden, CO",340,,,35.4,01/03/2019 20:00:00,,20.9,55.15,,,,,35.4,35.4,10,3.1,,,,,,,33
Golden,"Golden, CO","Golden, CO",320,,,35.1,01/03/2019 21:00:00,,20.2,54.23,,,,,35.1,35.1,10,2.5,,,,,,,
Golden,"Golden, CO","Golden, CO",237,,,40.6,01/03/2019 22:00:00,,19.5,42.35,,,,,40.6,40.6,10,5.5,,,,,,,36.8
Golden,"Golden, CO","Golden, CO",211,,,34.2,01/03/2019 23:00:00,,20.4,56.66,,,,,34.2,34.2,10,6.4,,,,,,,28.6
Golden,"Golden, CO","Golden, CO",221,,,35.7,01/04/2019 00:00:00,,19.3,50.93,,,,,35.7,35.7,10,5.8,,,,,,,30.8
Golden,"Golden, CO","Golden, CO",240,,,37.4,01/04/2019 01:00:00,,18.9,46.93,,,,,37.4,37.4,10,6.3,,,,,,,32.4
Golden,"Golden, CO","Golden, CO",360,,,41.1,01/04/2019 02:00:00,,17.7,38.49,,,,,41.1,41.1,10,0.9,,,,,,,
Golden,"Golden, CO","Golden, CO",10,,,28.6,01/04/2019 03:00:00,,18.5,65.33,,,,,28.6,28.6,10,3.7,,,,,,,24.6
Golden,"Golden, CO","Golden, CO",298,,,31.9,01/04/2019 04:00:00,,19,58.46,,,,,31.9,31.9,10,6.5,,,,,,,25.8
Golden,"Golden, CO","Golden, CO",210,,,26.6,01/04/2019 05:00:00,,18.3,70.57,,,,,26.6,26.6,10,1.6,,,,,,,
Golden,"Golden, CO","Golden, CO",,,,28.5,01/04/2019 06:00:00,,19.5,68.64,,,,,28.5,28.5,10,,,,,,,,
Golden,"Golden, CO","Golden, CO",211,,,27.2,01/04/2019 07:00:00,,18,68.06,,,,,27.2,27.2,10,6.3,,,,,,,20.2
Golden,"Golden, CO","Golden, CO",210,,,30.3,01/04/2019 08:00:00,,19.1,62.7,,,,,30.3,30.3,10,2.5,,,,,,,
Golden,"Golden, CO","Golden, CO",360,,,35.9,01/04/2019 09:00:00,,22,56.59,,,,,35.9,35.9,10,4.3,,,,,,,32.3
Golden,"Golden, CO","Golden, CO",340,,,46.5,01/04/2019 10:00:00,,21.3,36.52,,,,,46.5,46.5,10,5.8,,,,,,,43.6
Golden,"Golden, CO","Golden, CO",360,,,49.8,01/04/2019 11:00:00,,21.5,32.67,,,,,49.8,49.8,10,2.7,,,,,,,
Golden,"Golden, CO","Golden, CO",,,,54,01/04/2019 12:00:00,,21,27.19,,,,,54,54,10,,,,,,,,
Golden,"Golden, CO","Golden, CO",30,,,59.3,01/04/2019 13:00:00,,20.8,22.32,,,,,59.3,59.3,10,3.1,,,,,,,
Golden,"Golden, CO","Golden, CO",237,,,60.8,01/04/2019 14:00:00,,18.1,18.88,,,,,60.8,60.8,10,5.8,,,,,,,
Golden,"Golden, CO","Golden, CO",233,,,60.8,01/04/2019 15:00:00,,17.7,18.54,,,,,60.8,60.8,10,4.7,,,,,,,
Golden,"Golden, CO","Golden, CO",80,,,57.5,01/04/2019 16:00:00,,17.7,20.84,,,,,57.5,57.5,10,1.6,,,,,,,
Golden,"Golden, CO","Golden, CO",130,,30,52.1,01/04/2019 17:00:00,,20.9,29.21,,,,,52.1,52.1,10,5.8,,,,1014.5,,,
Golden,"Golden, CO","Golden, CO",270,,,44.7,01/04/2019 18:00:00,,23.1,42.18,,,,,44.7,44.7,10,4.7,,,,,,,42.2
Golden,"Golden, CO","Golden, CO",216,,,40,01/04/2019 19:00:00,,23.2,50.72,,,,,40,40,10,4.5,,,,,,,36.9
Golden,"Golden, CO","Golden, CO",280,,,37.2,01/04/2019 20:00:00,,22.9,56.02,,,,,37.2,37.2,10,2.5,,,,,,,
Golden,"Golden, CO","Golden, CO",229,,,40.5,01/04/2019 21:00:00,,19.2,42.06,,,,,40.5,40.5,10,3,,,,,,,39
Golden,"Golden, CO","Golden, CO",294,,,39.8,01/04/2019 22:00:00,,19.1,43.03,,,,,39.8,39.8,10,5.5,,,,,,,35.9
Golden,"Golden, CO","Golden, CO",,,,37.8,01/04/2019 23:00:00,,18.7,45.63,,,,,37.8,37.8,10,,,,,,,,
Golden,"Golden, CO","Golden, CO",250,,,32.2,01/05/2019 00:00:00,,20.9,62.52,,,,,32.2,32.2,10,2.5,,,,,,,
Golden,"Golden, CO","Golden, CO",247,,,37.4,01/05/2019 01:00:00,,18,45.05,,,,,37.4,37.4,10,3.4,,,,,,,35
Golden,"Golden, CO","Golden, CO",170,,,37.9,01/05/2019 02:00:00,,17.7,43.62,,,,,37.9,37.9,10,3.6,,,,,,,35.3
Golden,"Golden, CO","Golden, CO",270,,,37.1,01/05/2019 03:00:00,,16.2,42.2,,,,,37.1,37.1,10,2.8,,,,,,,
Golden,"Golden, CO","Golden, CO",196,,,37.9,01/05/2019 04:00:00,,16,40.53,,,,,37.9,37.9,10,4.7,,,,,,,34.3
Golden,"Golden, CO","Golden, CO",,,,28,01/05/2019 05:00:00,,17.9,65.25,,,,,28,28,10,,,,,,,,
Golden,"Golden, CO","Golden, CO",,,,32.1,01/05/2019 06:00:00,,19.5,59.31,,,,,32.1,32.1,10,,,,,,,,
Golden,"Golden, CO","Golden, CO",,,,27.1,01/05/2019 07:00:00,,18.3,69.11,,,,,27.1,27.1,10,,,,,,,,
Golden,"Golden, CO","Golden, CO",220,,,27.5,01/05/2019 08:00:00,,17.2,64.89,,,,,27.5,27.5,10,1.8,,,,,,,
Golden,"Golden, CO","Golden, CO",,,,36.2,01/05/2019 09:00:00,,20.2,51.83,,,,,36.2,36.2,10,,,,,,,,
Golden,"Golden, CO","Golden, CO",100,,,44.2,01/05/2019 10:00:00,,19.5,36.9,,,,,44.2,44.2,10,1.8,,,,,,,
Golden,"Golden, CO","Golden, CO",,,,48.8,01/05/2019 11:00:00,,18.7,30,,,,,48.8,48.8,10,,,,,,,,
Golden,"Golden, CO","Golden, CO",,,,51.5,01/05/2019 12:00:00,,17.9,26.15,,,,,51.5,51.5,10,,,,,,,,
Golden,"Golden, CO","Golden, CO",,,,54.9,01/05/2019 13:00:00,,18,23.29,,,,,54.9,54.9,10,,,,,,,,
Golden,"Golden, CO","Golden, CO",,,,55.9,01/05/2019 14:00:00,,16.5,21,,,,,55.9,55.9,10,,,,,,,,
Golden,"Golden, CO","Golden, CO",208,,,56.6,01/05/2019 15:00:00,,17.4,21.27,,,,,56.6,56.6,10,3.4,,,,,,,
Golden,"Golden, CO","Golden, CO",218,,,53.4,01/05/2019 16:00:00,,17.2,23.7,,,,,53.4,53.4,10,3.4,,,,,,,
Golden,"Golden, CO","Golden, CO",,,,48.3,01/05/2019 17:00:00,,17,28.37,,,,,48.3,48.3,10,,,,,,,,
Golden,"Golden, CO","Golden, CO",,,,46.5,01/05/2019 18:00:00,,21.3,36.52,,,,,46.5,46.5,10,,,,,,,,
Golden,"Golden, CO","Golden, CO",300,,,44.2,01/05/2019 19:00:00,,21,39.26,,,,,44.2,44.2,10,1.8,,,,,,,
Golden,"Golden, CO","Golden, CO",250,,,42.9,01/05/2019 20:00:00,,23.1,45.18,,,,,42.9,42.9,10,3.4,,,,,,,41.3
Golden,"Golden, CO","Golden, CO",330,,,42.9,01/05/2019 21:00:00,,22.1,43.18,,,,,42.9,42.9,10,4.8,,,,,,,40.1
Golden,"Golden, CO","Golden, CO",330,,,41.9,01/05/2019 22:00:00,,22.6,46.07,,,,,41.9,41.9,10,5.5,,,,,,,38.3
Golden,"Golden, CO","Golden, CO",310,,,42.2,01/05/2019 23:00:00,,22.6,45.33,,,,,42.2,42.2,10,2.8,,,,,,,
Golden,"Golden, CO","Golden, CO",190,,,37.3,01/06/2019 00:00:00,,24.9,60.63,,,,,37.3,37.3,10,1.6,,,,,,,
Golden,"Golden, CO","Golden, CO",,,,36.3,01/06/2019 01:00:00,,24.9,62.95,,,,,36.3,36.3,10,,,,,,,,
Golden,"Golden, CO","Golden, CO",,,,37.4,01/06/2019 02:00:00,,22.3,54.08,,,,,37.4,37.4,10,,,,,,,,
Golden,"Golden, CO","Golden, CO",210,,,32.8,01/06/2019 03:00:00,,23.8,69.04,,,,,32.8,32.8,10,2.5,,,,,,,
Golden,"Golden, CO","Golden, CO",,,,30.3,01/06/2019 04:00:00,,22.8,73.12,,,,,30.3,30.3,10,,,,,,,,
Golden,"Golden, CO","Golden, CO",210,,,28.7,01/06/2019 05:00:00,,22.3,76.76,,,,,28.7,28.7,10,1.8,,,,,,,
Golden,"Golden, CO","Golden, CO",,,,32.1,01/06/2019 06:00:00,,21.3,64.02,,,,,32.1,32.1,10,,,,,,,,
Golden,"Golden, CO","Golden, CO",225,,,27.9,01/06/2019 07:00:00,,20.4,73.13,,,,,27.9,27.9,10,3.4,,,,,,,24.2
Golden,"Golden, CO","Golden, CO",,,,27.7,01/06/2019 08:00:00,,20.1,72.83,,,,,27.7,27.7,10,,,,,,,,
Golden,"Golden, CO","Golden, CO",250,,,38.6,01/06/2019 09:00:00,,23.6,54.45,,,,,38.6,38.6,10,5.4,,,,,,,34.5
Golden,"Golden, CO","Golden, CO",260,,26.4,46.2,01/06/2019 10:00:00,,24.6,42.33,,,,,46.2,46.2,10,5.4,,,,,,,43.5
Golden,"Golden, CO","Golden, CO",169,,,52,01/06/2019 11:00:00,,22.3,31.09,,,,,52,52,10,10.1,,,,,,,
Golden,"Golden, CO","Golden, CO",270,,,55.5,01/06/2019 12:00:00,,23.1,28.24,,,,,55.5,55.5,10,18.3,,,,,,,
Golden,"Golden, CO","Golden, CO",275,,,55.5,01/06/2019 13:00:00,,21.2,26.12,,,,,55.5,55.5,10,17.8,,,,,,,
Golden,"Golden, CO","Golden, CO",270,,,53.7,01/06/2019 14:00:00,,21.3,27.95,,,,,53.7,53.7,10,24.2,,,,,,,
Golden,"Golden, CO","Golden, CO",274,,,55.1,01/06/2019 15:00:00,,21.6,26.98,,,,,55.1,55.1,10,12.1,,,,,,,
Golden,"Golden, CO","Golden, CO",268,,26.4,52.7,01/06/2019 16:00:00,,21.4,29.07,,,,,52.7,52.7,10,12.2,,,,,,,
Golden,"Golden, CO","Golden, CO",280,,,49.4,01/06/2019 17:00:00,,19.7,30.6,,,,,49.4,49.4,10,8.1,,,,,,,46
Golden,"Golden, CO","Golden, CO",250,,,46.5,01/06/2019 18:00:00,,23.1,39.4,,,,,46.5,46.5,10,8.1,,,,,,,42.5
Golden,"Golden, CO","Golden, CO",254,,,46.6,01/06/2019 19:00:00,,20,34.46,,,,,46.6,46.6,10,13.3,,,,,,,40.7
Golden,"Golden, CO","Golden, CO",250,,,45.4,01/06/2019 20:00:00,,18.7,34.16,,,,,45.4,45.4,10,15.6,,,,,,,38.5
Golden,"Golden, CO","Golden, CO",285,,,41.9,01/06/2019 21:00:00,,19.1,39.58,,,,,41.9,41.9,10,20,,,,,,,33
Golden,"Golden, CO","Golden, CO",259,,,38.5,01/06/2019 22:00:00,,20.8,48.65,,,,,38.5,38.5,10,14.6,,,,,,,30
Golden,"Golden, CO","Golden, CO",251,,,37.7,01/06/2019 23:00:00,,16.5,41.82,,,,,37.7,37.7,10,19.4,,,,,,,27.6
Golden,"Golden, CO","Golden, CO",270,,,37.8,01/07/2019 00:00:00,,14.6,38.18,,,,,37.8,37.8,10,19.9,,,,,,,27.7
Golden,"Golden, CO","Golden, CO",290,,,37.1,01/07/2019 01:00:00,,14.5,39.24,,,,,37.1,37.1,10,2.7,,,,,,,
Golden,"Golden, CO","Golden, CO",334,,,38,01/07/2019 02:00:00,,12.6,34.69,,,,,38,38,10,9,,,,,,,31.7
Golden,"Golden, CO","Golden, CO",255,,,39.9,01/07/2019 03:00:00,,10.7,29.74,,,,,39.9,39.9,10,16.4,,,,,,,31.3
Golden,"Golden, CO","Golden, CO",280,,,39.8,01/07/2019 04:00:00,,8.5,26.89,,,,,39.8,39.8,10,16.8,,,,,,,31.1
Golden,"Golden, CO","Golden, CO",240,,,38,01/07/2019 05:00:00,,8.6,29.11,,,,,38,38,10,6,,,,,,,33.4
Golden,"Golden, CO","Golden, CO",260,,,39.3,01/07/2019 06:00:00,,10.5,30.11,,,,,39.3,39.3,10,21.9,,,,,,,29.1
Golden,"Golden, CO","Golden, CO",254,,,39.4,01/07/2019 07:00:00,,9.7,28.98,,,,,39.4,39.4,10,11.7,,,,,,,32.2
Golden,"Golden, CO","Golden, CO",212,,,36.9,01/07/2019 08:00:00,,12.1,35.4,,,,,36.9,36.9,10,17.2,,,,,,,27.2
Golden,"Golden, CO","Golden, CO",249,,,41.3,01/07/2019 09:00:00,,12,29.75,,,,,41.3,41.3,10,17,,,,,,,32.9
Golden,"Golden, CO","Golden, CO",255,,,47.2,01/07/2019 10:00:00,,13.4,25.36,,,,,47.2,47.2,10,23.4,,,,,,,39.2
Golden,"Golden, CO","Golden, CO",265,,26.4,47.8,01/07/2019 11:00:00,,15.4,27.03,,,,,47.8,47.8,10,21.3,,,,,,,40.4
Golden,"Golden, CO","Golden, CO",279,,47.6,48.7,01/07/2019 12:00:00,,15.6,26.3,,,,,48.7,48.7,10,14.7,,,,,,,43.1
Golden,"Golden, CO","Golden, CO",291,,52.9,49.8,01/07/2019 13:00:00,,14.2,23.75,,,,,49.8,49.8,10,15.3,,,,,,,44.3
Golden,"Golden, CO","Golden, CO",270,,50,50.1,01/07/2019 14:00:00,,15.9,25.32,,,,,50.1,50.1,10,13.9,,,,,,,
Golden,"Golden, CO","Golden, CO",326,,26.4,49,01/07/2019 15:00:00,,15,25.31,,,,,49,49,10,8.5,,,,,,,45.4
Golden,"Golden, CO","Golden, CO",274,,,46.9,01/07/2019 16:00:00,,16.8,29.65,,,,,46.9,46.9,10,20.8,,,,,,,39.4
Golden,"Golden, CO","Golden, CO",260,,,46.5,01/07/2019 17:00:00,,15,27.86,,,,,46.5,46.5,10,32.2,,,,,,,37
Golden,"Golden, CO","Golden, CO",270,,,42.9,01/07/2019 18:00:00,,19.5,38.79,,,,,42.9,42.9,10,19.7,,,,,,,34.3
Golden,"Golden, CO","Golden, CO",164,,,44.8,01/07/2019 19:00:00,,17.4,32.93,,,,,44.8,44.8,10,19.1,,,,,,,36.9
Golden,"Golden, CO","Golden, CO",200,,26.4,44.7,01/07/2019 20:00:00,,16.9,32.49,,,,,44.7,44.7,10,14.4,,,,,,,38
Golden,"Golden, CO","Golden, CO",189,,10.7,43.3,01/07/2019 21:00:00,,15.8,32.56,,,,,43.3,43.3,10,15.9,,,,,,,35.8
Golden,"Golden, CO","Golden, CO",193,,19.2,43.6,01/07/2019 22:00:00,,14.7,30.66,,,,,43.6,43.6,10,22,,,,,,,34.8
Golden,"Golden, CO","Golden, CO",141,,10.7,38.1,01/07/2019 23:00:00,,16.5,41.02,,,,,38.1,38.1,10,11.3,,,,,,,30.8
Golden,"Golden, CO","Golden, CO",170,,,39.4,01/08/2019 00:00:00,,13.6,34.42,,,,,39.4,39.4,10,10.4,,,,,,,32.7
Golden,"Golden, CO","Golden, CO",189,,,33.3,01/08/2019 01:00:00,,17.2,51.22,,,,,33.3,33.3,10,11.4,,,,,,,24.6
Golden,"Golden, CO","Golden, CO",271,,,31.3,01/08/2019 02:00:00,,15.7,51.85,,,,,31.3,31.3,10,8,,,,,,,24
Golden,"Golden, CO","Golden, CO",223,,,30.7,01/08/2019 03:00:00,,15.5,52.85,,,,,30.7,30.7,10,8.2,,,,,,,23.2
Golden,"Golden, CO","Golden, CO",277,,,29.8,01/08/2019 04:00:00,,15.5,54.82,,,,,29.8,29.8,10,3.7,,,,,,,25.9
Golden,"Golden, CO","Golden, CO",220,,,26.7,01/08/2019 05:00:00,,15.9,63.3,,,,,26.7,26.7,10,4.7,,,,,,,21.2
